;version;loss_function;alpha;gamma;loss;accuracy;precision;recall;auc;val_loss;val_accuracy;val_precision;val_recall;val_auc
88;v2.2.2.1;BinaryFocalCrossentropy;0.6;2.0;0.0338902994990348;0.9459957480430604;0.96355938911438;0.9633408784866332;0.9871747493743896;0.0356878638267517;0.950303316116333;0.9705776572227478;0.9538081884384156;0.98785662651062
89;v2.2.2.1;BinaryFocalCrossentropy;0.6;2.0;0.0329118743538856;0.9485647082328796;0.9664973616600036;0.9637944102287292;0.9879029989242554;0.0358244478702545;0.9491367340087892;0.961240291595459;0.9619181752204896;0.9879857897758484
90;v2.2.2.2;BinaryFocalCrossentropy;0.6;3.0;0.0280014127492904;0.921998918056488;0.94704669713974;0.9451014399528505;0.9739158153533936;0.020347474142909;0.9442370533943176;0.9580246806144714;0.9576869010925292;0.98518043756485
91;v2.2.2.2;BinaryFocalCrossentropy;0.6;3.0;0.0216806195676326;0.931643009185791;0.9543596506118774;0.9530612230300904;0.980004906654358;0.0193210039287805;0.9491367340087892;0.9631988406181335;0.9598025679588318;0.98695307970047
92;v2.2.2.2;BinaryFocalCrossentropy;0.6;3.0;0.0203499849885702;0.9358315467834472;0.958551585674286;0.9544217586517334;0.9823101758956908;0.0203278195112943;0.945870280265808;0.9520833492279052;0.9668547511100768;0.9870091676712036
93;v2.2.2.2;BinaryFocalCrossentropy;0.6;3.0;0.0193513855338096;0.939685046672821;0.9600181579589844;0.958276629447937;0.984244465827942;0.0195404943078756;0.9440037608146667;0.9554386138916016;0.9601551294326782;0.9873404502868652
94;v2.2.2.2;BinaryFocalCrossentropy;0.6;3.0;0.0190587285906076;0.9401876330375672;0.9599062204360962;0.9591081142425536;0.984679102897644;0.0193724315613508;0.9421371817588806;0.9483714699745178;0.9650917053222656;0.9878771305084229
95;v2.2.2.2;BinaryFocalCrossentropy;0.6;3.0;0.0185424219816923;0.9424774050712584;0.9623313546180724;0.9597128033638;0.9855062961578368;0.0198797732591629;0.9426038265228271;0.9729729890823364;0.939351201057434;0.987920343875885
96;v2.2.2.2;BinaryFocalCrossentropy;0.6;3.0;0.0179823413491249;0.9437618851661682;0.963308334350586;0.9604686498641968;0.9863688945770264;0.0200451202690601;0.9479701519012452;0.96844744682312;0.9523977637290956;0.98757803440094
97;v2.2.2.2;BinaryFocalCrossentropy;0.6;3.0;0.0175755601376295;0.9442086219787598;0.9635412693023682;0.9608465433120728;0.986970067024231;0.0192986484616994;0.9484367966651917;0.9681346416473388;0.9534555673599244;0.9876192808151244
98;v2.2.2.2;BinaryFocalCrossentropy;0.6;3.0;0.0174766294658184;0.946163296699524;0.963988482952118;0.9631141424179076;0.9871740937232972;0.0191484671086072;0.950536608695984;0.9639320969581604;0.961212992668152;0.9881482124328612
99;v2.2.2.2;BinaryFocalCrossentropy;0.6;3.0;0.0170154850929975;0.946274995803833;0.9647673964500428;0.9624338746070862;0.9878354668617249;0.019969917833805;0.9491367340087892;0.9753086566925048;0.9471086263656616;0.9883863925933838
100;v2.2.3.0;BinaryFocalCrossentropy;0.75;1.0;0.0983487293124198;0.924297034740448;0.949731171131134;0.9454749226570128;0.975251317024231;0.0749238207936286;0.945870280265808;0.9590973258018494;0.9590973258018494;0.985321879386902
101;v2.2.3.0;BinaryFocalCrossentropy;0.75;1.0;0.0820011347532272;0.9311404228210448;0.953230082988739;0.9535903334617616;0.9797755479812622;0.0759504362940788;0.9437704086303712;0.9451115131378174;0.9714386463165284;0.986465334892273
102;v2.2.3.0;BinaryFocalCrossentropy;0.75;1.0;0.0764932334423065;0.9375628232955932;0.9589269757270812;0.956462562084198;0.9824504256248474;0.0704874321818351;0.9451703429222108;0.9703435897827148;0.946050763130188;0.987318754196167
103;v2.2.3.0;BinaryFocalCrossentropy;0.75;1.0;0.0728531405329704;0.9413045644760132;0.9601753354072572;0.9603930711746216;0.9840975999832152;0.0687861070036888;0.94937002658844;0.9635398387908936;0.9598025679588318;0.9874457716941832
104;v2.2.3.0;BinaryFocalCrossentropy;0.75;1.0;0.0715991109609603;0.939964234828949;0.9605213403701782;0.9581254720687866;0.9846201539039612;0.0687222704291343;0.9475035071372986;0.9572679400444032;0.9636812210083008;0.9876180291175842
105;v2.2.3.0;BinaryFocalCrossentropy;0.75;1.0;0.0692885145545005;0.941807210445404;0.9606198072433472;0.9606198072433472;0.9856157302856444;0.0679138824343681;0.9491367340087892;0.9618912935256958;0.961212992668152;0.987900972366333
106;v2.2.3.0;BinaryFocalCrossentropy;0.75;1.0;0.0675243958830833;0.9453814625740052;0.9635290503501892;0.9625094532966614;0.98634535074234;0.0680566728115081;0.9489033818244934;0.9651617407798768;0.957334280014038;0.98774391412735
107;v2.2.3.0;BinaryFocalCrossentropy;0.75;1.0;0.0663954466581344;0.9458840489387512;0.9643966555595398;0.9622827172279358;0.9867879152297974;0.068188652396202;0.950303316116333;0.9580858945846558;0.9672073125839232;0.9878290295600892
108;v2.2.3.0;BinaryFocalCrossentropy;0.75;1.0;0.0661213397979736;0.9459398984909058;0.9633464217185974;0.9634920358657836;0.9868685007095336;0.0671653151512146;0.94937002658844;0.9701974987983704;0.952750325202942;0.9882931709289552
109;v2.2.3.0;BinaryFocalCrossentropy;0.75;1.0;0.0649103969335556;0.9456048011779784;0.9643127918243408;0.9619803428649902;0.9873977303504944;0.0661422461271286;0.9517031908035278;0.9620386362075806;0.9650917053222656;0.9885647296905518
110;v2.2.3.1;BinaryFocalCrossentropy;0.75;2.0;0.0526678450405597;0.9232155680656432;0.9474700689315796;0.9464085698127748;0.9747655391693116;0.039389744400978;0.9430704712867736;0.9651830792427064;0.9481664299964904;0.9849741458892822
111;v2.2.3.1;BinaryFocalCrossentropy;0.75;2.0;0.0425045080482959;0.9314196109771729;0.9536588788032532;0.9535147547721864;0.979673147201538;0.0394594706594944;0.9402706623077391;0.9714912176132202;0.9372355341911316;0.9858009219169616
112;v2.2.3.1;BinaryFocalCrossentropy;0.75;2.0;0.0398265235126018;0.9342678189277648;0.956311047077179;0.9546485543251038;0.9821063280105592;0.0377692580223083;0.9444703459739684;0.9720203280448914;0.943229913711548;0.9872875213623048
113;v2.2.3.1;BinaryFocalCrossentropy;0.75;2.0;0.0373478978872299;0.9413045644760132;0.96192067861557;0.9585034251213074;0.9843696355819702;0.0355911366641521;0.947036862373352;0.9663925766944884;0.9531029462814332;0.9878716468811036
